OID,FID_,X,Y,BCE_Kawhia
350,350,1766436.160128692,5784537.130080593,0.452274996
351,351,1765782.235816135,5784541.188597857,0.821808811
352,352,1759288.183434779,5784659.865277408,-0.025072728
353,353,1759862.618231474,5784640.96626873,-0.074197308
354,354,1759854.308555011,5784603.538891883,-0.120129635
355,355,1759255.081903643,5784600.887313998,0.075666665
356,356,1764889.645727207,5784479.031973484,0.641377366
357,357,1766466.011598099,5784446.974543896,0.741232144
358,358,1766457.60110361,5784436.758265248,0.662396232
359,359,1764834.080953465,5784460.211395427,0.65756363
360,360,1759241.330398877,5784573.732433467,-0.276176796
361,361,1764810.238462058,5784450.721266561,0.738563648
362,362,1759223.064460458,5784546.666053534,-0.489090909
363,363,1768008.536894076,5784374.12532872,1.166969706
364,364,1759206.81722941,5784522.052809819,-9999.0
365,365,1765857.494042369,5784389.577762087,1.345436332
366,366,1765755.001254597,5784397.992769252,1.407832298
367,367,1765865.326072398,5784379.237982926,1.264400047
368,368,1765873.003270767,5784369.109108204,1.1772
369,369,1765880.680449522,5784358.980225471,1.150549966
370,370,1759190.278075601,5784482.488196065,-9999.0
371,371,1765730.326242702,5784352.244363904,1.343750002
372,372,1765895.172085009,5784335.875299814,0.893564919
373,373,1765919.302579907,5784318.413391476,1.188605374
374,374,1767951.415208925,5784316.839164734,0.650610945
375,375,1765744.451874446,5784321.933233098,1.459548895
376,376,1765761.46412343,5784311.543710001,1.234916637
377,377,1765942.610828295,5784313.237813751,0.942395344
378,378,1765777.36816522,5784301.967115005,1.263292311
379,379,1767920.253647516,5784257.566801787,0.367851853
380,380,1767873.025015621,5784253.345589829,0.569643749
381,381,1765839.030977991,5784304.784407028,1.250017555
382,382,1767826.502281339,5784238.231886285,1.167448974
383,383,1767896.52059188,5784238.110572116,0.092036365
384,384,1767818.784395543,5784228.051771214,1.245470617
385,385,1767888.846481877,5784228.08810841,0.174795923
386,386,1764652.87166461,5784284.838473249,0.167364487
387,387,1766036.427348369,5784257.547115647,1.184581844
388,388,1764641.119604361,5784274.220529992,0.157296294
389,389,1766067.100582672,5784245.631323093,1.362224482
390,390,1767844.159376562,5784227.550301379,0.401147806
391,391,1767855.980337806,5784199.055215823,0.474181816
392,392,1765815.577639743,5784236.601235697,1.152434797
393,393,1766084.932857795,5784230.187420323,1.234830936
394,394,1765822.678682546,5784220.545165673,1.542230805
395,395,1767785.281518377,5784179.786250159,1.144565236
396,396,1767808.444164984,5784179.88110438,0.017013326
397,397,1766068.739523602,5784210.673893073,1.713265858
398,398,1767777.676183784,5784169.737264138,1.099599993
399,399,1767800.358635049,5784170.075006423,0.114164552
400,400,1767792.273342185,5784160.268878974,0.576724992
401,401,1767783.982882642,5784140.494435637,0.523694919
402,402,1766424.705213782,5784149.016965966,0.65328971
403,403,1766640.821848071,5784144.222267473,1.336357164
404,404,1767775.69209558,5784120.719873458,0.816175002
405,405,1766097.164736168,5784150.113632489,1.512974804
406,406,1766105.132276866,5784136.081041752,1.138126952
407,407,1767782.781741018,5784095.642114388,0.730765224
408,408,1766326.509204909,5784126.754010659,0.93685817
