OID,FID_,X,Y,BCE_Peloro
1561,1561,1682837.340267358,5461198.461333121,-9999.0
1562,1562,1689693.526444933,5461118.361687691,-0.190894694
1563,1563,1693290.157315355,5461073.137379581,-0.828874968
1564,1564,1670121.642616459,5461352.237127602,-0.401098332
1565,1565,1676426.004760653,5461257.995423719,-9999.0
1566,1566,1681288.610164221,5461225.737582546,-0.900651131
1567,1567,1685281.472198781,5461185.63609071,-0.191216277
1568,1568,1693275.913070665,5461064.335141385,-0.305372573
1569,1569,1670125.204387249,5461310.673919428,-0.836717901
1570,1570,1676415.441446718,5461247.938004998,-9999.0
1571,1571,1682974.545577922,5461188.292633751,-0.61780029
1572,1572,1693324.243563191,5461058.276624022,-9999.0
1573,1573,1689734.828236674,5461132.399432462,-0.666363586
1574,1574,1692194.104362124,5461057.260331522,-9999.0
1575,1575,1692224.141430529,5461057.211405395,-9999.0
1576,1576,1693357.775347179,5461042.357122506,-9999.0
1577,1577,1693372.335105645,5461042.172044255,-9999.0
1578,1578,1668624.012793425,5461323.555870393,-9999.0
1579,1579,1676376.84108053,5461223.774746642,-9999.0
1580,1580,1689765.095731185,5461077.169562458,-9999.0
1581,1581,1689776.306806795,5461067.058977188,-9999.0
1582,1582,1697225.259629817,5460972.308433052,-0.937999964
1583,1583,1668583.881238178,5461285.30334405,-0.347699974
1584,1584,1685235.670016302,5461115.722554049,-0.374796858
1585,1585,1689768.629630912,5461057.179246084,-0.763199955
1586,1586,1689787.517851572,5461056.948369294,-9999.0
1587,1587,1693444.92401868,5461017.970210039,-9999.0
1588,1588,1696319.076511535,5460974.198826795,-9999.0
1589,1589,1676357.385173708,5461198.870570387,-9999.0
1590,1590,1685255.794872856,5461131.133857355,-0.642356207
1591,1591,1689776.063031252,5461047.11482739,-0.733066618
1592,1592,1689798.728865329,5461046.837749464,-9999.0
1593,1593,1692200.920418714,5461028.587338344,-0.86572969
1594,1594,1668575.973043441,5461265.668396269,-0.740555498
1595,1595,1685226.482173022,5461092.399700952,-0.413617176
1596,1596,1689790.9297698,5461026.98596598,-0.460444401
1597,1597,1693402.003538709,5460999.307334553,-0.124414637
1598,1598,1696340.674499233,5460953.654730126,-9999.0
1599,1599,1668572.009258121,5461245.759713724,-9999.0
1600,1600,1670072.571833886,5461243.666307402,-0.633039726
1601,1601,1689563.104079999,5461021.210024854,0.06195919
1602,1602,1689806.040284792,5461026.801232753,-9999.0
1603,1603,1696226.680156277,5460936.779283157,0.762119051
1604,1604,1670003.619364937,5461222.282236365,-9999.0
1605,1605,1670029.619233504,5461226.236329228,-0.875760848
1606,1606,1676305.316109335,5461157.566731734,-9999.0
1607,1607,1689813.501643748,5461006.55831853,-9999.0
1608,1608,1696238.81238789,5460975.410577211,-0.715904228
1609,1609,1697207.185291227,5460912.379741747,-0.874906225
1610,1610,1693432.684625087,5460963.577514769,-0.862041938
1611,1611,1693447.332343397,5460954.195044008,-9999.0
1612,1612,1668549.176201249,5461215.99460969,-9999.0
1613,1613,1685205.287248357,5461056.546687223,-0.649515528
1614,1614,1692159.152781157,5460992.861798541,-0.840329776
1615,1615,1693560.577141129,5460946.16751475,-0.875999978
1616,1616,1697194.090198856,5460893.527791022,-0.579846105
1617,1617,1668539.181638028,5461205.410016917,-9999.0
1618,1618,1669955.944132855,5461195.570735851,-0.800363612
1619,1619,1693469.744264897,5460933.962438238,-9999.0
1620,1620,1693581.023889405,5460940.076433457,-0.83009677
1621,1621,1693625.414004929,5460953.428571613,-0.900543427
1622,1622,1696133.013722089,5460907.421175444,-0.872476118
1623,1623,1669935.243097427,5461183.042052805,-0.74555552
1624,1624,1675571.352879831,5461123.503014706,-0.837700009
1625,1625,1675594.454692464,5461125.940514737,-9999.0
1626,1626,1675660.947955711,5461122.106932605,-0.901777731
1627,1627,1689539.081069232,5460970.870449361,-0.268685674
1628,1628,1696365.759138861,5460903.769703904,-0.756418568
1629,1629,1669923.815480431,5461173.177964682,-0.492102915
1630,1630,1681320.350501785,5461061.348601871,-9999.0
1631,1631,1689768.073193047,5460960.711997898,0.146915899
1632,1632,1692142.7135558,5460930.813580944,-9999.0
1633,1633,1669893.500137985,5461163.493618955,-0.795085678
1634,1634,1675534.773297097,5461104.62652225,-0.633999997
1635,1635,1675551.873374721,5461107.471143805,-0.840888924
1636,1636,1676152.943334832,5461113.901428559,-0.807067771
1637,1637,1689790.123407557,5460961.026460815,-9999.0
1638,1638,1696385.625255462,5460862.88479206,-9999.0
1639,1639,1676131.498920678,5461090.252804178,-9999.0
1640,1640,1692156.41531431,5460914.071062894,-0.680265011
1641,1641,1693489.418894849,5460896.803050024,-9999.0
1642,1642,1696084.64423614,5460877.586429064,-0.304724115
1643,1643,1685197.92647384,5461010.341632806,-0.442936938
1644,1644,1689767.045204532,5460927.542260208,-0.822956476
1645,1645,1693640.935148854,5460893.742993255,-0.318335357
1646,1646,1696062.045709835,5460858.118972189,-0.801666658
1647,1647,1668510.649473605,5461156.997149493,-0.910533341
1648,1648,1675510.425596779,5461078.705518428,-0.985999942
1649,1649,1689785.872138643,5460922.325347902,-9999.0
1650,1650,1693541.290222409,5460888.496767679,0.578196185
1651,1651,1675492.680797949,5461077.12237115,-0.591845642
1652,1652,1676107.170870888,5461061.842671801,-9999.0
1653,1653,1681350.400572023,5461005.64186051,-0.671368389
1654,1654,1693597.48741144,5460857.717369949,-9999.0
1655,1655,1693621.406298568,5460861.668559744,-9999.0
1656,1656,1696395.140707368,5460839.365076584,-0.797535175
1657,1657,1697132.484836518,5460815.061355918,-0.752224467
1658,1658,1676077.05361277,5461047.486060742,-9999.0
1659,1659,1696407.645930778,5460813.455491264,-0.859058776
1660,1660,1675479.890305799,5461048.371380602,-9999.0
1661,1661,1685173.111988539,5460947.346196146,-0.479122583
1662,1662,1689517.238943458,5460890.696956472,-0.557132036
1663,1663,1668510.357517384,5461106.77098235,-0.846611078
1664,1664,1669884.819902108,5461120.08922094,-0.480948386
1665,1665,1676050.928758232,5461030.037434056,-0.936666608
1666,1666,1681342.363934332,5460976.015628668,-9999.0
1667,1667,1689781.546006891,5460877.497177558,-0.065052585
1668,1668,1697090.722343303,5460797.077660889,-0.724674387
1669,1669,1685193.038565541,5460953.560770069,-9999.0
1670,1670,1689501.735686255,5460871.1433191,-0.805899966
1671,1671,1689802.748891012,5460876.483170927,-0.307199957
1672,1672,1693583.341473517,5460836.323373402,-9999.0
1673,1673,1697041.883566327,5460775.181100572,-9999.0
1674,1674,1697056.670631823,5460775.756690745,-0.964666605
1675,1675,1675997.102396909,5461013.118695047,-0.283066237
1676,1676,1676016.093697151,5461015.506590568,-0.650533396
1677,1677,1676030.949673641,5461012.972918797,-9999.0
1678,1678,1693602.589587584,5460827.963889107,-9999.0
1679,1679,1697034.196688801,5460765.308804785,-9999.0
1680,1680,1669888.773712395,5461063.809757599,-0.622237478
1681,1681,1681334.477570676,5460946.183195634,-9999.0
1682,1682,1689493.640503646,5460851.661114958,-0.323270793
1683,1683,1689804.396409075,5460847.297102615,-0.697513471
1684,1684,1675469.067866235,5461014.181133651,-0.287999955
1685,1685,1675974.863310951,5460996.402847593,-0.34500756
1686,1686,1681345.849896499,5460935.879459437,-0.758999974
1687,1687,1696425.042275833,5460789.41173722,-0.731632419
1688,1688,1696444.671956069,5460755.866566108,-9999.0
1689,1689,1697017.385530449,5460752.475416108,-0.90199995
1690,1690,1668531.693242604,5461081.238343881,-0.848190444
1691,1691,1669865.918997721,5461044.081427606,-9999.0
1692,1692,1693592.591469687,5460790.025815737,-9999.0
1693,1693,1696995.293716604,5460736.168635168,0.011207359
1694,1694,1669846.165767444,5461041.499054959,-9999.0
1695,1695,1689470.733044444,5460822.345322913,-0.631789428
1696,1696,1668551.555616991,5461045.725826558,-9999.0
1697,1697,1685172.244661734,5460872.5558002,-9999.0
1698,1698,1692177.827266332,5460797.232053434,-0.720052579
1699,1699,1675958.802728013,5460970.913483266,-0.678929949
1700,1700,1689810.912814507,5460807.323151345,-9999.0
1701,1701,1696149.315437677,5460717.308271123,-9999.0
1702,1702,1696980.644551241,5460716.181300069,-0.38046662
1703,1703,1668553.969907523,5461011.955276719,-9999.0
1704,1704,1675942.001375143,5460941.568947253,-0.744333347
1705,1705,1689432.470474291,5460796.411099107,-9999.0
1706,1706,1689803.113913541,5460787.471368156,-0.490999965
1707,1707,1692170.707609345,5460758.159232137,-9999.0
1708,1708,1693603.167386141,5460753.922641119,-9999.0
1709,1709,1696164.956709725,5460706.869582087,-0.744588187
1710,1710,1696450.161654959,5460713.886630078,-9999.0
1711,1711,1668537.440774587,5461002.832258213,-9999.0
1712,1712,1669827.625606501,5460994.642480041,-0.818718723
1713,1713,1685158.546715626,5460842.462000133,-0.38786361
1714,1714,1689810.561669853,5460777.426020006,-0.856999964
1715,1715,1689836.989483791,5460777.083498955,-9999.0
1716,1716,1696458.96031336,5460693.095691895,-9999.0
1717,1717,1668524.791119469,5460995.467903775,-9999.0
1718,1718,1669789.800672111,5460984.967809174,-9999.0
1719,1719,1692162.64821356,5460737.938529334,-0.903666625
1720,1720,1693595.667025066,5460725.375405202,-0.673777733
1721,1721,1693612.710006043,5460722.70652083,-9999.0
1722,1722,1696489.049415557,5460682.726589441,-9999.0
1723,1723,1696969.377295196,5460686.002618273,-0.42334996
1724,1724,1693602.918948928,5460710.119472882,-9999.0
1725,1725,1696942.209388893,5460666.056126874,-9999.0
1726,1726,1668494.026658061,5460981.051478142,-9999.0
1727,1727,1669717.836327297,5460965.356529464,-9999.0
1728,1728,1681447.398397422,5460844.994681071,-0.815448313
1729,1729,1685148.885906236,5460812.986281867,-0.475449761
1730,1730,1689851.79448122,5460751.968456755,-9999.0
1731,1731,1692139.743897225,5460718.947115092,-0.909249946
1732,1732,1696492.564881463,5460662.7327286,-0.634816336
1733,1733,1696521.964680583,5460670.227702146,-0.446773574
1734,1734,1669706.412650931,5460955.841067816,-9999.0
1735,1735,1669760.481857699,5460962.275536354,-0.746131694
1736,1736,1685141.748408346,5460793.316252634,0.353000006
1737,1737,1669698.763130778,5460945.940784568,-0.803846151
1738,1738,1692122.081505837,5460703.894582683,-9999.0
1739,1739,1693610.425533118,5460690.19270802,-9999.0
1740,1740,1696193.881216513,5460646.703360999,-0.351674981
1741,1741,1669691.039319198,5460936.144746714,-0.617192959
1742,1742,1675328.203774659,5460942.668815933,-0.464526021
1743,1743,1685137.091064165,5460773.229428809,0.002533344
1744,1744,1685160.278966996,5460793.828666325,-9999.0
1745,1745,1692127.978223153,5460688.525972421,-9999.0
1746,1746,1696926.557006856,5460627.133809242,0.087314286
1747,1747,1685125.643098023,5460763.388736312,-0.132942823
1748,1748,1696186.012206746,5460634.096327608,-0.734072709
1749,1749,1696903.776428501,5460616.694061314,-0.075346144
1750,1750,1669630.335086259,5460916.875729961,-9999.0
1751,1751,1669645.595311814,5460916.526514986,-9999.0
1752,1752,1675236.338903791,5460874.936468708,-0.414094025
1753,1753,1696792.138846273,5460617.123373181,-0.55336813
1754,1754,1696586.215463883,5460601.658613551,-9999.0
1755,1755,1696681.655346066,5460624.922311783,-0.748600691
1756,1756,1696858.836073373,5460598.911918501,-0.644864417
1757,1757,1675215.905038242,5460848.294147193,-0.679649976
1758,1758,1689405.664449995,5460690.100673517,-9999.0
1759,1759,1689816.882414281,5460677.593712564,0.448166698
1760,1760,1692136.300294448,5460653.847904639,-9999.0
1761,1761,1696548.375225146,5460597.16926149,-0.712761886
1762,1762,1668400.812370398,5460899.000219941,-9999.0
1763,1763,1669634.105419694,5460897.03375694,-0.896799979
1764,1764,1689833.127933745,5460708.709081282,-0.122681773
1765,1765,1696169.765395294,5460587.181313088,-0.377026346
1766,1766,1696606.417169577,5460585.791050431,-0.032409787
1767,1767,1669612.527910667,5460877.827218886,-0.948428529
1768,1768,1692126.430042499,5460635.752854072,-9999.0
1769,1769,1668410.886279173,5460887.026096251,-9999.0
1770,1770,1669599.25893403,5460867.976375532,-0.92742862
1771,1771,1676557.618972351,5460798.067007009,-9999.0
1772,1772,1685122.40819233,5460733.783962165,-0.254378002
1773,1773,1685117.40318095,5460704.37271635,-9999.0
1774,1774,1689386.240909518,5460659.429630338,-9999.0
1775,1775,1693626.435028428,5460650.193188609,-0.718999952
1776,1776,1668443.972026969,5460868.190441569,-9999.0
1777,1777,1669587.062040153,5460857.850998167,-0.767263197
1778,1778,1681430.513313096,5460734.747181407,-0.985000014
1779,1779,1689397.819718744,5460646.978279896,-0.325884409
1780,1780,1692141.187955476,5460608.273351954,-9999.0
1781,1781,1669576.825551821,5460847.530424554,-0.732428647
1782,1782,1689340.868184283,5460633.532125168,-9999.0
1783,1783,1689373.141565523,5460638.206711388,-0.427907906
1784,1784,1689804.592354306,5460643.54891197,-0.298256376
1785,1785,1693585.59444019,5460580.666844385,-0.599249965
1786,1786,1696162.906410915,5460547.370745199,-0.915999949
1787,1787,1681430.30025478,5460715.531856883,-0.704793098
1788,1788,1689788.490233538,5460621.423986137,-0.290666636
1789,1789,1685094.44553242,5460678.252763983,-0.286561333
1790,1790,1689329.669114261,5460613.597113868,-0.889999926
1791,1791,1689774.63837159,5460608.203339273,0.181655775
1792,1792,1693601.127941808,5460570.495165955,-9999.0
1793,1793,1669531.178006008,5460818.086372835,-9999.0
1794,1794,1685094.152459097,5460654.04632877,-9999.0
1795,1795,1693593.318908963,5460550.647238207,-9999.0
1796,1796,1668442.585638194,5460848.52393469,-9999.0
1797,1797,1669551.370617577,5460817.505274834,-0.469319167
1798,1798,1685078.927338281,5460644.249331293,-0.411174989
1799,1799,1689324.437487074,5460594.198411868,-0.730199957
1800,1800,1689766.67854608,5460588.445388672,-0.824096741
1801,1801,1668422.684911795,5460795.347732009,-9999.0
1802,1802,1669538.371546716,5460795.066332854,-0.614469091
1803,1803,1675155.585839961,5460737.545899742,-0.615741378
1804,1804,1692225.369180512,5460538.237280255,-9999.0
1805,1805,1692261.241992507,5460548.905327603,-0.35993047
1806,1806,1693611.824641129,5460520.490192858,-9999.0
1807,1807,1668414.898759964,5460785.622713703,-9999.0
1808,1808,1669520.960967032,5460775.229479233,-0.409445219
1809,1809,1675168.21455122,5460716.4732356,-9999.0
1810,1810,1696228.577277237,5460467.194606805,-0.137016953
1811,1811,1689769.907404879,5460543.524848768,-9999.0
1812,1812,1675137.024018173,5460705.198540236,-0.695591981
1813,1813,1689845.272002154,5460527.642828889,-9999.0
1814,1814,1689883.045725174,5460527.180594097,-9999.0
1815,1815,1693636.490574066,5460498.433475845,-0.677660339
1816,1816,1693662.055735188,5460484.984209391,-9999.0
1817,1817,1668048.251601657,5460751.670203317,-0.694482529
1818,1818,1669492.799952958,5460738.46207872,-0.147126543
1819,1819,1689805.315002576,5460522.393739234,-0.873749942
1820,1820,1668375.110087252,5460739.278443478,-9999.0
1821,1821,1675125.215248519,5460676.839854628,-0.505533769
1822,1822,1689308.492672428,5460514.447792481,-9999.0
1823,1823,1689780.817108447,5460508.832976919,-0.511378932
1824,1824,1689928.943337877,5460517.171420706,-9999.0
1825,1825,1696216.496413971,5460442.531488704,0.122359441
1826,1826,1681980.398820023,5460587.103977238,0.039466663
1827,1827,1685093.244256493,5460571.044609549,-9999.0
1828,1828,1692217.58645055,5460472.780544186,-9999.0
1829,1829,1692239.581872058,5460468.256861106,-0.917999953
1830,1830,1668044.551261356,5460722.508505285,-9999.0
1831,1831,1675113.21884791,5460658.194924354,-0.611852925
1832,1832,1682010.640082983,5460578.396676546,0.035779663
1833,1833,1689964.759561447,5460489.929380681,-0.540799955
1834,1834,1692209.958646614,5460458.436908331,-9999.0
1835,1835,1693675.02281797,5460439.894504929,-0.94707693
1836,1836,1693683.815505926,5460461.414642326,-0.653461495
1837,1837,1681890.59470314,5460567.142304265,-9999.0
1838,1838,1681995.351864928,5460569.618846023,-0.641344185
1839,1839,1682016.072479174,5460568.941242267,-0.146666668
1840,1840,1689308.224058451,5460489.653888275,0.13694965
1841,1841,1696185.982486,5460419.737964504,-0.420573945
1842,1842,1669490.807207662,5460688.295721184,-0.421476149
1843,1843,1675098.454148248,5460638.140988518,-0.613494891
1844,1844,1693682.386713562,5460424.839977188,-9999.0
1845,1845,1668359.271357688,5460712.566042225,-0.859222213
1846,1846,1692215.802836112,5460427.624691689,-9999.0
1847,1847,1693689.750577966,5460409.785434549,-9999.0
1848,1848,1668345.4373827,5460678.784912542,-0.953999996
1849,1849,1675083.113084262,5460615.624069031,-0.40515874
1850,1850,1675230.881118116,5460716.645207826,-0.700260256
1851,1851,1693700.955369277,5460399.668740735,-9999.0
1852,1852,1667988.874166079,5460677.208480418,-9999.0
1853,1853,1681860.764835819,5460530.274049061,-9999.0
